orbit_date_time	land_cover_type
20191224_0346	Shrublands
20191224_0346	Savannas
20191224_0346	Savannas
20191224_0346	Grasslands
20191224_0346	Grasslands
20191224_0346	Savannas
20191224_0346	Grasslands
20191224_0346	Savannas
20191224_0346	Shrublands
20191224_0346	Grasslands
20191224_0346	Shrublands
20191224_0346	Grasslands
20191224_0346	Grasslands
20191224_0346	Savannas
20191224_0346	Grasslands
20191224_0346	Savannas
20191224_0346	Grasslands
20191224_0346	Grasslands
20191224_0527	Shrublands
20191224_0527	Shrublands
20191224_0527	Savannas
20191224_0527	Grasslands
20191224_0527	Shrublands
20191224_0527	Shrublands
20191224_0527	Shrublands
20191224_0527	Shrublands
20191225_0327	Grasslands
20191225_0327	Grasslands
20191225_0327	Shrublands
20191225_0327	Grasslands
20191225_0327	Savannas
20191225_0327	Shrublands
20191225_0327	Grasslands
20191225_0327	Everg_bl_forests
20191225_0327	Grasslands
20191225_0327	Savannas
20191225_0327	Grasslands
20191225_0327	Grasslands
20191225_0327	Grasslands
20191225_0327	Grasslands
20191225_0327	Shrublands
20191225_0508	Shrublands
20191225_0508	Shrublands
20191225_0508	Grasslands
20191225_0508	Grasslands
20191225_0508	Shrublands
20191225_0508	Shrublands
20191225_0508	Shrublands
20191225_0508	Grasslands
20191225_0508	Shrublands
20191225_0508	Grasslands
20191225_0508	Shrublands
20191225_0508	Shrublands
20191225_0508	Shrublands
20191226_0308	Shrublands
20191226_0308	Shrublands
20191226_0308	Savannas
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Grasslands
20191226_0449	Grasslands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Grasslands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191226_0449	Shrublands
20191227_0249	Savannas
20191227_0249	Savannas
20191227_0249	Savannas
20191227_0430	Savannas
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Grasslands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Grasslands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Shrublands
20191227_0430	Grasslands
20191227_0430	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Everg_bl_forests
20191228_0411	Shrublands
20191228_0411	Everg_bl_forests
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Savannas
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Shrublands
20191228_0411	Grasslands
20191228_0411	Shrublands
20191228_0553	Shrublands
20191228_0553	Shrublands
20191228_0553	Shrublands
20191229_0352	Shrublands
20191229_0352	Savannas
20191229_0534	Savannas
20191229_0534	Shrublands
20191229_0534	Shrublands
20191230_0333	Grasslands
20191230_0333	Everg_bl_forests
20191230_0333	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191230_0515	Shrublands
20191231_0456	Shrublands
20191231_0456	Shrublands
20191231_0456	Shrublands
20191231_0456	Shrublands
20191231_0456	Shrublands
20200101_0255	Savannas
20200101_0255	Savannas
20200101_0437	Savannas
20200101_0437	Savannas
20200101_0437	Grasslands
20200101_0437	Savannas
20200101_0437	Shrublands
20200101_0437	Shrublands
20200101_0437	Shrublands
20200101_0437	Shrublands
20200101_0618	Grasslands
20200102_0418	Grasslands
20200102_0418	Shrublands
20200102_0418	Savannas
20200102_0418	Shrublands
20200102_0559	Savannas
20200102_0559	Savannas
20200102_0559	Shrublands
20200103_0359	Grasslands
20200103_0359	Everg_bl_forests
20200103_0359	Savannas
20200103_0359	Shrublands
20200103_0540	Savannas
20200103_0540	Savannas
20200104_0340	Everg_bl_forests
20200104_0340	Savannas
20200104_0340	Grasslands
20200105_0321	Everg_bl_forests
20200105_0502	Savannas
20200105_0502	Savannas
20200105_0502	Grasslands
20200106_0302	Grasslands
20200106_0302	Grasslands
20200106_0302	Everg_bl_forests
20200106_0302	Grasslands
20200106_0443	Savannas
20200106_0443	Savannas
20200106_0443	Savannas
20200107_0424	Savannas
20200107_0424	Savannas
20200107_0424	Savannas
20200109_0346	Shrublands
20200109_0346	Everg_bl_forests
20200109_0346	Savannas
20200109_0346	Everg_bl_forests
20200109_0346	Savannas
20200109_0346	Grasslands
20200110_0327	Savannas
20200110_0327	Everg_bl_forests
20200110_0327	Grasslands
20200110_0327	Savannas
20200110_0327	Savannas
20200110_0327	Savannas
20200111_0308	Grasslands
20200111_0308	Everg_bl_forests
20200111_0308	Savannas
20200115_0334	Everg_bl_forests
20200115_0334	Everg_bl_forests
